<Car: AMC Ambassador Brougham, MPG: 13.0, Cylinders: 8, Displacement: 360.0, Horsepower: 175.0, Weight: 3821.0, Acceleration: 11.0, Model: 73, Origin: US>
<Car: Plymouth Valiant, MPG: 18.0, Cylinders: 6, Displacement: 225.0, Horsepower: 105.0, Weight: 3121.0, Acceleration: 16.5, Model: 73, Origin: US>
<Car: Plymouth Valiant, MPG: 22.0, Cylinders: 6, Displacement: 225.0, Horsepower: 100.0, Weight: 3233.0, Acceleration: 15.4, Model: 76, Origin: US>
<Car: Plymouth Valiant Custom, MPG: 19.0, Cylinders: 6, Displacement: 225.0, Horsepower: 95.0, Weight: 3264.0, Acceleration: 16.0, Model: 75, Origin: US>
<Car: Plymouth Volare, MPG: 20.5, Cylinders: 6, Displacement: 225.0, Horsepower: 100.0, Weight: 3430.0, Acceleration: 17.2, Model: 78, Origin: US>
<Car: Plymouth Volare Custom, MPG: 19.0, Cylinders: 6, Displacement: 225.0, Horsepower: 100.0, Weight: 3630.0, Acceleration: 17.7, Model: 77, Origin: US>
<Car: Plymouth Volare Premier v8, MPG: 13.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 3940.0, Acceleration: 13.2, Model: 76, Origin: US>
<Car: Pontiac Astro, MPG: 23.0, Cylinders: 4, Displacement: 140.0, Horsepower: 78.0, Weight: 2592.0, Acceleration: 18.5, Model: 75, Origin: US>
<Car: Pontiac Catalina, MPG: 14.0, Cylinders: 8, Displacement: 455.0, Horsepower: 225.0, Weight: 4425.0, Acceleration: 10.0, Model: 70, Origin: US>
<Car: Pontiac Catalina, MPG: 14.0, Cylinders: 8, Displacement: 400.0, Horsepower: 175.0, Weight: 4385.0, Acceleration: 12.0, Model: 72, Origin: US>
<Car: Pontiac Catalina, MPG: 16.0, Cylinders: 8, Displacement: 400.0, Horsepower: 170.0, Weight: 4668.0, Acceleration: 11.5, Model: 75, Origin: US>
<Car: Pontiac Catalina Brougham, MPG: 14.0, Cylinders: 8, Displacement: 400.0, Horsepower: 175.0, Weight: 4464.0, Acceleration: 11.5, Model: 71, Origin: US>
<Car: Pontiac Firebird, MPG: 19.0, Cylinders: 6, Displacement: 250.0, Horsepower: 100.0, Weight: 3282.0, Acceleration: 15.0, Model: 71, Origin: US>
<Car: Pontiac Grand Prix, MPG: 16.0, Cylinders: 8, Displacement: 400.0, Horsepower: 230.0, Weight: 4278.0, Acceleration: 9.5, Model: 73, Origin: US>
<Car: Pontiac Grand Prix LJ, MPG: 16.0, Cylinders: 8, Displacement: 400.0, Horsepower: 180.0, Weight: 4220.0, Acceleration: 11.1, Model: 77, Origin: US>
<Car: Pontiac J2000 SE Hatchback, MPG: 31.0, Cylinders: 4, Displacement: 112.0, Horsepower: 85.0, Weight: 2575.0, Acceleration: 16.2, Model: 82, Origin: US>
<Car: Pontiac Lemans V6, MPG: 21.5, Cylinders: 6, Displacement: 231.0, Horsepower: 115.0, Weight: 3245.0, Acceleration: 15.4, Model: 79, Origin: US>
<Car: Pontiac Phoenix, MPG: 33.5, Cylinders: 4, Displacement: 151.0, Horsepower: 90.0, Weight: 2556.0, Acceleration: 13.2, Model: 79, Origin: US>
<Car: Pontiac Phoenix, MPG: 27.0, Cylinders: 4, Displacement: 151.0, Horsepower: 90.0, Weight: 2735.0, Acceleration: 18.0, Model: 82, Origin: US>
<Car: Pontiac Phoenix LJ, MPG: 19.2, Cylinders: 6, Displacement: 231.0, Horsepower: 105.0, Weight: 3535.0, Acceleration: 19.2, Model: 78, Origin: US>
<Car: Pontiac Safari (sw), MPG: 13.0, Cylinders: 8, Displacement: 400.0, Horsepower: 175.0, Weight: 5140.0, Acceleration: 12.0, Model: 71, Origin: US>
<Car: Pontiac Sunbird Coupe, MPG: 24.5, Cylinders: 4, Displacement: 151.0, Horsepower: 88.0, Weight: 2740.0, Acceleration: 16.0, Model: 77, Origin: US>
<Car: Pontiac Ventura SJ, MPG: 18.5, Cylinders: 6, Displacement: 250.0, Horsepower: 110.0, Weight: 3645.0, Acceleration: 16.2, Model: 76, Origin: US>
<Car: Renault 12 (sw), MPG: 26.0, Cylinders: 4, Displacement: 96.0, Horsepower: 69.0, Weight: 2189.0, Acceleration: 18.0, Model: 72, Origin: Europe>
<Car: Renault 12tl, MPG: 27.0, Cylinders: 4, Displacement: 101.0, Horsepower: 83.0, Weight: 2202.0, Acceleration: 15.3, Model: 76, Origin: Europe>
<Car: Renault 18i, MPG: 34.5, Cylinders: 4, Displacement: 100.0, Horsepower: 0.0, Weight: 2320.0, Acceleration: 15.8, Model: 81, Origin: Europe>
<Car: Renault 5 GTL, MPG: 36.0, Cylinders: 4, Displacement: 79.0, Horsepower: 58.0, Weight: 1825.0, Acceleration: 18.6, Model: 77, Origin: Europe>
<Car: Renault Lecar Deluxe, MPG: 40.9, Cylinders: 4, Displacement: 85.0, Horsepower: 0.0, Weight: 1835.0, Acceleration: 17.3, Model: 80, Origin: Europe>
<Car: Saab 900s, MPG: 0.0, Cylinders: 4, Displacement: 121.0, Horsepower: 110.0, Weight: 2800.0, Acceleration: 15.4, Model: 81, Origin: Europe>
<Car: Saab 99LE, MPG: 25.0, Cylinders: 4, Displacement: 121.0, Horsepower: 115.0, Weight: 2671.0, Acceleration: 13.5, Model: 75, Origin: Europe>
<Car: Saab 99e, MPG: 25.0, Cylinders: 4, Displacement: 104.0, Horsepower: 95.0, Weight: 2375.0, Acceleration: 17.5, Model: 70, Origin: Europe>
<Car: Saab 99gle, MPG: 21.6, Cylinders: 4, Displacement: 121.0, Horsepower: 115.0, Weight: 2795.0, Acceleration: 15.7, Model: 78, Origin: Europe>
<Car: Saab 99le, MPG: 24.0, Cylinders: 4, Displacement: 121.0, Horsepower: 110.0, Weight: 2660.0, Acceleration: 14.0, Model: 73, Origin: Europe>
<Car: Subaru, MPG: 26.0, Cylinders: 4, Displacement: 108.0, Horsepower: 93.0, Weight: 2391.0, Acceleration: 15.5, Model: 74, Origin: Japan>
<Car: Subaru, MPG: 32.3, Cylinders: 4, Displacement: 97.0, Horsepower: 67.0, Weight: 2065.0, Acceleration: 17.8, Model: 81, Origin: Japan>
<Car: Subaru DL, MPG: 30.0, Cylinders: 4, Displacement: 97.0, Horsepower: 67.0, Weight: 1985.0, Acceleration: 16.4, Model: 77, Origin: Japan>
<Car: Subaru DL, MPG: 33.8, Cylinders: 4, Displacement: 97.0, Horsepower: 67.0, Weight: 2145.0, Acceleration: 18.0, Model: 80, Origin: Japan>
<Car: Toyota Camry, MPG: 20.0, Cylinders: 4, Displacement: 97.0, Horsepower: 88.0, Weight: 2279.0, Acceleration: 19.0, Model: 73, Origin: Japan>
<Car: Toyota Celica GT, MPG: 32.0, Cylinders: 4, Displacement: 144.0, Horsepower: 96.0, Weight: 2665.0, Acceleration: 13.9, Model: 82, Origin: Japan>
<Car: Toyota Celica GT Liftback, MPG: 21.1, Cylinders: 4, Displacement: 134.0, Horsepower: 95.0, Weight: 2515.0, Acceleration: 14.8, Model: 78, Origin: Japan>
<Car: Toyota Corolla, MPG: 25.0, Cylinders: 4, Displacement: 113.0, Horsepower: 95.0, Weight: 2228.0, Acceleration: 14.0, Model: 71, Origin: Japan>
<Car: Toyota Corolla, MPG: 31.0, Cylinders: 4, Displacement: 76.0, Horsepower: 52.0, Weight: 1649.0, Acceleration: 16.5, Model: 74, Origin: Japan>
<Car: Toyota Corolla, MPG: 29.0, Cylinders: 4, Displacement: 97.0, Horsepower: 75.0, Weight: 2171.0, Acceleration: 16.0, Model: 75, Origin: Japan>
<Car: Toyota Corolla, MPG: 24.0, Cylinders: 4, Displacement: 134.0, Horsepower: 96.0, Weight: 2702.0, Acceleration: 13.5, Model: 75, Origin: Japan>
<Car: Toyota Corolla, MPG: 28.0, Cylinders: 4, Displacement: 97.0, Horsepower: 75.0, Weight: 2155.0, Acceleration: 16.4, Model: 76, Origin: Japan>
<Car: Toyota Corolla, MPG: 27.5, Cylinders: 4, Displacement: 134.0, Horsepower: 95.0, Weight: 2560.0, Acceleration: 14.2, Model: 78, Origin: Japan>
<Car: Toyota Corolla, MPG: 32.2, Cylinders: 4, Displacement: 108.0, Horsepower: 75.0, Weight: 2265.0, Acceleration: 15.2, Model: 80, Origin: Japan>
<Car: Toyota Corolla, MPG: 32.4, Cylinders: 4, Displacement: 108.0, Horsepower: 75.0, Weight: 2350.0, Acceleration: 16.8, Model: 81, Origin: Japan>
<Car: Toyota Corolla, MPG: 34.0, Cylinders: 4, Displacement: 108.0, Horsepower: 70.0, Weight: 2245.0, Acceleration: 16.9, Model: 82, Origin: Japan>
<Car: Toyota Corolla 1200, MPG: 31.0, Cylinders: 4, Displacement: 71.0, Horsepower: 65.0, Weight: 1773.0, Acceleration: 19.0, Model: 71, Origin: Japan>
<Car: Toyota Corolla 1200, MPG: 32.0, Cylinders: 4, Displacement: 71.0, Horsepower: 65.0, Weight: 1836.0, Acceleration: 21.0, Model: 74, Origin: Japan>
<Car: Toyota Corolla 1600 (sw), MPG: 27.0, Cylinders: 4, Displacement: 97.0, Horsepower: 88.0, Weight: 2100.0, Acceleration: 16.5, Model: 72, Origin: Japan>
<Car: Toyota Corolla Hardtop, MPG: 24.0, Cylinders: 4, Displacement: 113.0, Horsepower: 95.0, Weight: 2278.0, Acceleration: 15.5, Model: 72, Origin: Japan>
<Car: Toyota Corolla Liftback, MPG: 26.0, Cylinders: 4, Displacement: 97.0, Horsepower: 75.0, Weight: 2265.0, Acceleration: 18.2, Model: 77, Origin: Japan>
<Car: Toyota Corolla Liftback, MPG: 29.8, Cylinders: 4, Displacement: 134.0, Horsepower: 90.0, Weight: 2711.0, Acceleration: 15.5, Model: 80, Origin: Japan>
<Car: Toyota Corolla Mark II (sw), MPG: 23.0, Cylinders: 4, Displacement: 120.0, Horsepower: 97.0, Weight: 2506.0, Acceleration: 14.5, Model: 72, Origin: Japan>
<Car: Toyota Corolla Mark ii, MPG: 24.0, Cylinders: 4, Displacement: 113.0, Horsepower: 95.0, Weight: 2372.0, Acceleration: 15.0, Model: 70, Origin: Japan>
<Car: Toyota Corolla Tercel, MPG: 38.1, Cylinders: 4, Displacement: 89.0, Horsepower: 60.0, Weight: 1968.0, Acceleration: 18.8, Model: 80, Origin: Japan>
<Car: Toyota Cressida, MPG: 25.4, Cylinders: 6, Displacement: 168.0, Horsepower: 116.0, Weight: 2900.0, Acceleration: 12.6, Model: 81, Origin: Japan>
<Car: Toyota Mark II, MPG: 20.0, Cylinders: 6, Displacement: 156.0, Horsepower: 122.0, Weight: 2807.0, Acceleration: 13.5, Model: 73, Origin: Japan>
<Car: Toyota Mark II, MPG: 19.0, Cylinders: 6, Displacement: 156.0, Horsepower: 108.0, Weight: 2930.0, Acceleration: 15.5, Model: 76, Origin: Japan>
<Car: Toyota Starlet, MPG: 39.1, Cylinders: 4, Displacement: 79.0, Horsepower: 58.0, Weight: 1755.0, Acceleration: 16.9, Model: 81, Origin: Japan>
<Car: Toyota Tercel, MPG: 37.7, Cylinders: 4, Displacement: 89.0, Horsepower: 62.0, Weight: 2050.0, Acceleration: 17.3, Model: 81, Origin: Japan>
<Car: Triumph TR7 Coupe, MPG: 35.0, Cylinders: 4, Displacement: 122.0, Horsepower: 88.0, Weight: 2500.0, Acceleration: 15.1, Model: 80, Origin: Europe>
<Car: Volkswagen 1131 Deluxe Sedan, MPG: 26.0, Cylinders: 4, Displacement: 97.0, Horsepower: 46.0, Weight: 1835.0, Acceleration: 20.5, Model: 70, Origin: Europe>
<Car: Volkswagen 411 (sw), MPG: 22.0, Cylinders: 4, Displacement: 121.0, Horsepower: 76.0, Weight: 2511.0, Acceleration: 18.0, Model: 72, Origin: Europe>
<Car: Volkswagen Dasher, MPG: 26.0, Cylinders: 4, Displacement: 79.0, Horsepower: 67.0, Weight: 1963.0, Acceleration: 15.5, Model: 74, Origin: Europe>
<Car: Volkswagen Dasher, MPG: 25.0, Cylinders: 4, Displacement: 90.0, Horsepower: 71.0, Weight: 2223.0, Acceleration: 16.5, Model: 75, Origin: Europe>
<Car: Volkswagen Dasher, MPG: 30.5, Cylinders: 4, Displacement: 97.0, Horsepower: 78.0, Weight: 2190.0, Acceleration: 14.1, Model: 77, Origin: Europe>
<Car: Volkswagen Dasher (diesel), MPG: 43.4, Cylinders: 4, Displacement: 90.0, Horsepower: 48.0, Weight: 2335.0, Acceleration: 23.7, Model: 80, Origin: Europe>
<Car: Volkswagen Jetta, MPG: 33.0, Cylinders: 4, Displacement: 105.0, Horsepower: 74.0, Weight: 2190.0, Acceleration: 14.2, Model: 81, Origin: Europe>
<Car: Volkswagen Model 111, MPG: 27.0, Cylinders: 4, Displacement: 97.0, Horsepower: 60.0, Weight: 1834.0, Acceleration: 19.0, Model: 71, Origin: Europe>
<Car: Volkswagen Pickup, MPG: 44.0, Cylinders: 4, Displacement: 97.0, Horsepower: 52.0, Weight: 2130.0, Acceleration: 24.6, Model: 82, Origin: Europe>
<Car: Volkswagen Rabbit, MPG: 29.0, Cylinders: 4, Displacement: 90.0, Horsepower: 70.0, Weight: 1937.0, Acceleration: 14.0, Model: 75, Origin: Europe>
<Car: Volkswagen Rabbit, MPG: 29.0, Cylinders: 4, Displacement: 90.0, Horsepower: 70.0, Weight: 1937.0, Acceleration: 14.2, Model: 76, Origin: Europe>
<Car: Volkswagen Rabbit, MPG: 29.5, Cylinders: 4, Displacement: 97.0, Horsepower: 71.0, Weight: 1825.0, Acceleration: 12.2, Model: 76, Origin: Europe>
<Car: Volkswagen Rabbit, MPG: 41.5, Cylinders: 4, Displacement: 98.0, Horsepower: 76.0, Weight: 2144.0, Acceleration: 14.7, Model: 80, Origin: Europe>
<Car: Volkswagen Rabbit, MPG: 29.8, Cylinders: 4, Displacement: 89.0, Horsepower: 62.0, Weight: 1845.0, Acceleration: 15.3, Model: 80, Origin: Europe>
<Car: Volkswagen Rabbit C (Diesel), MPG: 44.3, Cylinders: 4, Displacement: 90.0, Horsepower: 48.0, Weight: 2085.0, Acceleration: 21.7, Model: 80, Origin: Europe>
<Car: Volkswagen Rabbit Custom, MPG: 29.0, Cylinders: 4, Displacement: 97.0, Horsepower: 78.0, Weight: 1940.0, Acceleration: 14.5, Model: 77, Origin: Europe>
<Car: Volkswagen Rabbit Custom, MPG: 31.9, Cylinders: 4, Displacement: 89.0, Horsepower: 71.0, Weight: 1925.0, Acceleration: 14.0, Model: 79, Origin: Europe>
<Car: Volkswagen Rabbit Custom Diesel, MPG: 43.1, Cylinders: 4, Displacement: 90.0, Horsepower: 48.0, Weight: 1985.0, Acceleration: 21.5, Model: 78, Origin: Europe>
<Car: Volkswagen Rabbit l, MPG: 36.0, Cylinders: 4, Displacement: 105.0, Horsepower: 74.0, Weight: 1980.0, Acceleration: 15.3, Model: 82, Origin: Europe>
<Car: Volkswagen Scirocco, MPG: 31.5, Cylinders: 4, Displacement: 89.0, Horsepower: 71.0, Weight: 1990.0, Acceleration: 14.9, Model: 78, Origin: Europe>
<Car: Volkswagen Super Beetle, MPG: 26.0, Cylinders: 4, Displacement: 97.0, Horsepower: 46.0, Weight: 1950.0, Acceleration: 21.0, Model: 73, Origin: Europe>
<Car: Volkswagen Super Beetle 117, MPG: 0.0, Cylinders: 4, Displacement: 97.0, Horsepower: 48.0, Weight: 1978.0, Acceleration: 20.0, Model: 71, Origin: Europe>
<Car: Volkswagen Type 3, MPG: 23.0, Cylinders: 4, Displacement: 97.0, Horsepower: 54.0, Weight: 2254.0, Acceleration: 23.5, Model: 72, Origin: Europe>
<Car: Volvo 144ea, MPG: 19.0, Cylinders: 4, Displacement: 121.0, Horsepower: 112.0, Weight: 2868.0, Acceleration: 15.5, Model: 73, Origin: Europe>
<Car: Volvo 145e (sw), MPG: 18.0, Cylinders: 4, Displacement: 121.0, Horsepower: 112.0, Weight: 2933.0, Acceleration: 14.5, Model: 72, Origin: Europe>
<Car: Volvo 244DL, MPG: 22.0, Cylinders: 4, Displacement: 121.0, Horsepower: 98.0, Weight: 2945.0, Acceleration: 14.5, Model: 75, Origin: Europe>
<Car: Volvo 245, MPG: 20.0, Cylinders: 4, Displacement: 130.0, Horsepower: 102.0, Weight: 3150.0, Acceleration: 15.7, Model: 76, Origin: Europe>
<Car: Volvo 264gl, MPG: 17.0, Cylinders: 6, Displacement: 163.0, Horsepower: 125.0, Weight: 3140.0, Acceleration: 13.6, Model: 78, Origin: Europe>
<Car: Volvo Diesel, MPG: 30.7, Cylinders: 6, Displacement: 145.0, Horsepower: 76.0, Weight: 3160.0, Acceleration: 19.6, Model: 81, Origin: Europe>
